group	status	is_monophyletic	num_target_leaves	num_mrca_leaves	num_intruder_leaves	target_leaves	intruder_leaves
0	polyphyletic	False	50	71	21	Alternanthera_ficoidea_AY950666,Alternanthera_sessilis_AY950667,Amborella_trichopoda_XM_006852360,Arabidopsis_thaliana_NM_001036102,Arrhenatherum_elatius_AM689890,Arundinaria_sp._Hodkinson_s.n._AM689891,Beta_vulgaris_subsp._vulgaris_XM_010691525,Carex_pendula_FM207998,Carex_pendula_FN390832,Chrysitrix_dodii_FM208000,Chrysitrix_dodii_FM208067,Citrus_sinensis_EF058158,Cyperus_eragrostis_FM208065,Cyperus_eragrostis_FM208066,Cyperus_nipponicus_FN390836,Cyperus_nipponicus_FN390839,Cyperus_nipponicus_FN390840,Cyrtococcum_patens_AM689877,Cyrtococcum_patens_AM689878,Echinochloa_crus-galli_AY251482,Flaveria_brownii_AF494191,Flaveria_pringlei_Z48966,Flaveria_pubescens_AF494192,Flaveria_trinervia_AF248079,Flaveria_trinervia_AF248080,Gossypium_hirsutum_AF008939,Holcus_lanatus_AM690224,Hydrilla_verticillata_AF271161,Hymenachne_amplexicaulis_AM689899,Microlaena_stipoides_AM689896,Nymphaea_colorata_XM_031638555,Oryza_sativa_Indica_Group_AY187619,Oryza_sativa_Japonica_Group_AF271995,Oryza_sativa_Japonica_Group_AK066635,Oryza_sativa_Japonica_Group_NM_001050836,Phaenosperma_globosum_AM689882,Pharus_latifolius_AM689883,Phragmites_australis_AM689880,Saccharum_hybrid_cultivar_H32-8560_M86661,Scirpoides_holoschoenus_FN390833,Scirpoides_holoschoenus_subsp._thunbergii_FM208059,Scirpoides_holoschoenus_subsp._thunbergii_FN390838,Sesbania_rostrata_AJ286750,Solanum_tuberosum_AJ011844,Streptochaeta_sodiroana_AM689887,Suaeda_linifolia_DQ538355,Tidestromia_valdesiana_KJ161704,Triticum_aestivum_AJ007705,Vanilla_planifolia_X87148,Vitis_riparia_XM_034822303	Alternanthera_pungens_AY950665,Amaranthus_hypochondriacus_Z68125,Bienertia_sinuspersici_DQ538352,Cyperus_sanguinolentus_FM208046,Cyperus_sanguinolentus_FN390835,Eleocharis_vivipara_AB085948,Fimbristylis_littoralis_FM208036,Fimbristylis_littoralis_FM208037,Fimbristylis_littoralis_FN390834,Fimbristylis_littoralis_FN390837,Flaveria_australasica_Z25853,Setaria_italica_AF495586,Setaria_italica_AY491400,Sorghum_bicolor_X17379,Sorghum_bicolor_X55664,Sorghum_bicolor_X59925,Suaeda_aralocaspica_DQ538353,Suaeda_eltonica_DQ538354,Zea_mays_AB012228,Zea_mays_X15239,Zea_mays_X61489
1	polyphyletic	False	21	69	48	Alternanthera_pungens_AY950665,Amaranthus_hypochondriacus_Z68125,Bienertia_sinuspersici_DQ538352,Cyperus_sanguinolentus_FM208046,Cyperus_sanguinolentus_FN390835,Eleocharis_vivipara_AB085948,Fimbristylis_littoralis_FM208036,Fimbristylis_littoralis_FM208037,Fimbristylis_littoralis_FN390834,Fimbristylis_littoralis_FN390837,Flaveria_australasica_Z25853,Setaria_italica_AF495586,Setaria_italica_AY491400,Sorghum_bicolor_X17379,Sorghum_bicolor_X55664,Sorghum_bicolor_X59925,Suaeda_aralocaspica_DQ538353,Suaeda_eltonica_DQ538354,Zea_mays_AB012228,Zea_mays_X15239,Zea_mays_X61489	Alternanthera_ficoidea_AY950666,Alternanthera_sessilis_AY950667,Arabidopsis_thaliana_NM_001036102,Arrhenatherum_elatius_AM689890,Arundinaria_sp._Hodkinson_s.n._AM689891,Beta_vulgaris_subsp._vulgaris_XM_010691525,Carex_pendula_FM207998,Carex_pendula_FN390832,Chrysitrix_dodii_FM208000,Chrysitrix_dodii_FM208067,Citrus_sinensis_EF058158,Cyperus_eragrostis_FM208065,Cyperus_eragrostis_FM208066,Cyperus_nipponicus_FN390836,Cyperus_nipponicus_FN390839,Cyperus_nipponicus_FN390840,Cyrtococcum_patens_AM689877,Cyrtococcum_patens_AM689878,Echinochloa_crus-galli_AY251482,Flaveria_brownii_AF494191,Flaveria_pringlei_Z48966,Flaveria_pubescens_AF494192,Flaveria_trinervia_AF248079,Flaveria_trinervia_AF248080,Gossypium_hirsutum_AF008939,Holcus_lanatus_AM690224,Hydrilla_verticillata_AF271161,Hymenachne_amplexicaulis_AM689899,Microlaena_stipoides_AM689896,Oryza_sativa_Indica_Group_AY187619,Oryza_sativa_Japonica_Group_AF271995,Oryza_sativa_Japonica_Group_AK066635,Oryza_sativa_Japonica_Group_NM_001050836,Phaenosperma_globosum_AM689882,Pharus_latifolius_AM689883,Phragmites_australis_AM689880,Saccharum_hybrid_cultivar_H32-8560_M86661,Scirpoides_holoschoenus_FN390833,Scirpoides_holoschoenus_subsp._thunbergii_FM208059,Scirpoides_holoschoenus_subsp._thunbergii_FN390838,Sesbania_rostrata_AJ286750,Solanum_tuberosum_AJ011844,Streptochaeta_sodiroana_AM689887,Suaeda_linifolia_DQ538355,Tidestromia_valdesiana_KJ161704,Triticum_aestivum_AJ007705,Vanilla_planifolia_X87148,Vitis_riparia_XM_034822303
