num_tips	num_c4_tips	c4_is_monophyletic	c4_mrca_intruder_tips	estimated_er_rate	root_p_c4	map_state_shift_edges	representative_count	representative_pd_coverage	selected_c4_tips
71	21	False	48	3.632902472269934	0.1083095369684838	15	8	0.7593918181966016	Sorghum_bicolor_X17379,Cyperus_sanguinolentus_FM208046,Flaveria_australasica_Z25853,Cyperus_sanguinolentus_FN390835,Bienertia_sinuspersici_DQ538352,Zea_mays_X61489,Fimbristylis_littoralis_FN390837,Fimbristylis_littoralis_FM208037
