trait_type	trait_type_requested	trait	model	root_prior	root_mean	root_variance	estimation_method	num_parameters_estimated	optimizer_success	parameter_estimation	log_likelihood	likelihood_kind	num_observed	num_observed_positions	likelihood_rank	fit_status	ci_level	interval_kind	parameter_uncertainty_included	tree_uncertainty_included
continuous	auto	x	BRANCH-GAUSSIAN	gaussian	0.0	0.2	ML	3	True	"{""assignment_search"": false, ""boundary_groups"": [], ""fit_status"": ""ok"", ""groups"": [{""boundary"": null, ""estimate"": 2.4878212065814664, ""group"": ""high"", ""initial"": 2.5, ""lower"": 0.0, ""parameter"": ""theta"", ""regimes"": [""High optimum"", ""High optimum + event""], ""time_scale"": 1.0, ""upper"": 5.0}, {""boundary"": null, ""estimate"": 1.2253429920206087, ""group"": ""pull"", ""initial"": 1.8, ""lower"": 0.0, ""parameter"": ""alpha"", ""regimes"": [""High optimum"", ""High optimum + event"", ""Low optimum""], ""time_scale"": 0.9, ""upper"": 8.0}, {""boundary"": null, ""estimate"": 0.1884463109063332, ""group"": ""rate"", ""initial"": 0.3, ""lower"": 0.01, ""parameter"": ""sigma2"", ""regimes"": [""Background"", ""High optimum"", ""High optimum + event"", ""Low optimum""], ""time_scale"": 1.0, ""upper"": 3.0}], ""identifiability"": ""numerical_local_full_rank"", ""initial_log_likelihood"": -3.427654478391859, ""jump_parameters_estimated"": false, ""method"": ""ML"", ""num_parameters_estimated"": 3, ""optimizer_converged_starts"": 6, ""optimizer_failed_starts"": 0, ""optimizer_global_optimum_guaranteed"": false, ""optimizer_message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL; checked projected gradient=4.12725e-07"", ""optimizer_projected_gradient"": 4.1272540939253374e-07, ""optimizer_starts"": 6, ""optimizer_success"": true, ""parameter_rank"": 3, ""root_parameters_estimated"": false}"	-2.7748646611633405	proper_root_ml	7	7	7	ok	0.95	conditional_on_parameters	False	False
