condition,family,seed,method,actual_estimator,status,age,truth,fitted_rate_sd,rate_variance_estimated,interval_status,interval_available,lower,upper,width,covered
t4-s2000-sd03,36,91300036,laplace,joint-map,completed,27.94641862805453,20.0,0.2205928604059293,True,conditional-laplace,True,20.813794750991995,35.079042505117066,14.26524775412507,False
t4-s2000-sd03,36,91300036,studentized,joint-map,completed,27.94641862805453,20.0,0.2205928604059293,True,conditional-studentized-curvature,True,18.04744279144886,44.84467921655822,26.79723642510936,True
t4-s2000-sd03,37,91300037,laplace,marginal,completed,15.652784604704593,20.0,0.1604343652707108,True,conditional-laplace,True,13.822886049987677,17.482683159421512,3.659797109433837,False
t4-s2000-sd03,37,91300037,studentized,marginal,completed,15.652784604704593,20.0,0.1604343652707108,True,conditional-studentized-curvature,True,12.832005517388012,20.930838279144385,8.09883276175637,True
t4-s2000-sd03,38,91300038,laplace,marginal,completed,15.94510804102095,20.0,0.2263665704155431,True,conditional-laplace,True,13.432387694116022,18.45782838792588,5.025440693809857,False
t4-s2000-sd03,38,91300038,studentized,marginal,completed,15.94510804102095,20.0,0.2263665704155431,True,conditional-studentized-curvature,True,12.399465622679532,23.8987983015977,11.499332678918169,True
t4-s2000-sd03,39,91300039,laplace,joint-map,completed,21.790991146180342,20.0,0.1574341888817151,True,conditional-laplace,True,18.201767918775683,25.380214373585005,7.178446454809322,True
t4-s2000-sd03,39,91300039,studentized,joint-map,completed,21.790991146180342,20.0,0.1574341888817151,True,conditional-studentized-curvature,True,16.525482340527585,30.27340945313513,13.747927112607549,True
t4-s2000-sd03,40,91300040,laplace,joint-map,completed,19.719375996812268,20.0,0.2128188987251696,True,conditional-laplace,True,15.944018082167208,23.49473391145733,7.550715829290123,True
t4-s2000-sd03,40,91300040,studentized,joint-map,completed,19.719375996812268,20.0,0.2128188987251696,True,conditional-studentized-curvature,True,14.571384814696508,29.351471449580234,14.780086634883729,True
t4-s2000-sd03,41,91300041,laplace,joint-map,completed,19.974938636252983,20.0,0.2959489625151705,True,conditional-laplace,True,14.723507018882906,25.22637025362306,10.502863234740154,True
t4-s2000-sd03,41,91300041,studentized,joint-map,completed,19.974938636252983,20.0,0.2959489625151705,True,conditional-studentized-curvature,True,13.55083124598352,34.70063757624104,21.149806330257523,True
t4-s2000-sd03,42,91300042,laplace,joint-map,completed,18.162642525593714,20.0,0.3244968223066626,True,conditional-laplace,True,13.494486562502528,22.8307984886849,9.33631192618237,True
t4-s2000-sd03,42,91300042,studentized,joint-map,completed,18.162642525593714,20.0,0.3244968223066626,True,conditional-studentized-curvature,True,12.678429458263023,32.04158903060246,19.363159572339438,True
t4-s2000-sd03,43,91300043,laplace,marginal,completed,16.898168411633243,20.0,0.1404402080570888,True,conditional-laplace,True,14.91817095376292,18.87816586950357,3.9599949157406495,False
t4-s2000-sd03,43,91300043,studentized,marginal,completed,16.898168411633243,20.0,0.1404402080570888,True,conditional-studentized-curvature,True,13.732268503841,22.364639688560743,8.632371184719744,True
t4-s2000-sd03,44,91300044,laplace,joint-map,completed,19.53648537801794,20.0,0.1729679790614213,True,conditional-laplace,True,16.375284539835032,22.697686216200847,6.322401676365814,True
t4-s2000-sd03,44,91300044,studentized,joint-map,completed,19.53648537801794,20.0,0.1729679790614213,True,conditional-studentized-curvature,True,15.025403558863813,27.273795957386096,12.248392398522284,True
t4-s2000-sd03,45,91300045,laplace,joint-map,completed,17.050273266287782,20.0,0.2761193002559324,True,conditional-laplace,True,13.52554879814932,20.574997734426248,7.049448936276928,True
t4-s2000-sd03,45,91300045,studentized,joint-map,completed,17.050273266287782,20.0,0.2761193002559324,True,conditional-studentized-curvature,True,12.684098946694364,27.12579145375333,14.441692507058963,True
t4-s2000-sd03,46,91300046,laplace,joint-map,completed,17.85856672831223,20.0,0.3839644562146209,True,conditional-laplace,True,12.566738801327183,23.150394655297276,10.58365585397009,True
t4-s2000-sd03,46,91300046,studentized,joint-map,completed,17.85856672831223,20.0,0.3839644562146209,True,conditional-studentized-curvature,True,12.108418947944164,34.855821262515605,22.74740231457144,True
t4-s2000-sd03,47,91300047,laplace,joint-map,completed,21.757120117552034,20.0,0.1466388508657252,True,conditional-laplace,True,18.356186491841296,25.15805374326277,6.8018672514214735,True
t4-s2000-sd03,47,91300047,studentized,joint-map,completed,21.757120117552034,20.0,0.1466388508657252,True,conditional-studentized-curvature,True,16.70705065522919,29.70985216964004,13.002801514410848,True
t4-s2000-sd03,48,91300048,laplace,joint-map,completed,20.71763908096584,20.0,0.1921248551318724,True,conditional-laplace,True,16.894884647903964,24.54039351402772,7.645508866123752,True
